UniqueID,Section,Semester,TestControl,LAB_Avg_PI,LAB_grade_Avg,ASSIGN_PI_avg,ASSIGN_grade_Avg,QUIZ_PI_Avg,Quiz_Grade_Avg.,Final_PI_Avg,Final_Grade_Avg,final_weigth_PI
34625199,1113W01,SP23,Test,0.125,98.875,0.25,100,0,85.416,0.125,91.025,0.075
73984762,1113W01,SP23,Test,0.125,100,0.125,100,0,89.168,0.083,93.501,0.05
50972322,1113W01,SP23,Test,0.125,99.205,0,100,0,82.084,0.042,89.091,0.025
97139235,1113W01,SP23,Test,0.125,96.073,0,100,0,89.169,0.042,92.716,0.025
5307030,1113W01,SP23,Test,0.25,77.689,0,100,0,82.5,0.083,85.038,0.05
73984762,1113W01,SP23,Test,0.125,100,0,100,0,94.585,0.042,96.751,0.025
60139211,1113W01,SP23,Test,0.125,78.255,0.25,100,0,78.75,0.125,82.901,0.075
97732684,1113W02,SP23,Control,0.375,0,1,0,1,0,0.792,0,0.875
94098021,1113W02,SP23,Control,0.25,96.5,0,100,0,85.831,0.083,94.11,0.05
44237832,1113W02,SP23,Control,0.125,98.423,0,100,0,88.749,0.042,95.724,0.025
63864563,1113W02,SP23,Control,0.5,78.405,0,100,0.375,84.583,0.292,87.662,0.325
78666100,1113W02,SP23,Control,0,87.5,0.125,87.5,0,90.833,0.042,88.611,0.025
98455712,1113W02,SP23,Control,0.5,68.384,0.75,87.989,0.25,85,0.5,80.458,0.4
34255515,1113W02,SP23,Control,0,93.246,0.125,100,0.25,79.585,0.125,90.944,0.175
73230659,1113W02,SP23,Control,0.375,100,0,100,0,91.251,0.125,97.084,0.075
59845464,1113W02,SP23,Control,0.25,71.584,1,32.461,0.5,79.581,0.583,61.209,0.55
35302128,1113W02,SP23,Control,0,74.481,0,90.235,0,80.834,0,81.85,0
92456576,1113W02,SP23,Control,0.125,85.464,0,100,0,93.335,0.042,92.933,0.025
43699458,1113W02,SP23,Control,0.5,99.621,0,100,0,90.835,0.167,96.819,0.1
65024594,1113W02,SP23,Control,0,100,0,100,0,92.084,0,97.361,0
75627213,1113W02,SP23,Control,0.25,99.621,0,100,0.25,88.753,0.167,96.125,0.2
51730807,1113W02,SP23,Control,0.125,96.283,0.125,100,0,87.083,0.083,94.455,0.05
19153350,1113W02,SP23,Control,0.125,85.594,0,99.888,0.25,82.915,0.125,89.466,0.175
31174853,1113W02,SP23,Control,0,95.352,0.75,88,0.25,80.001,0.333,87.785,0.3
93677163,1113W02,SP23,Control,0,92.919,0,82.063,0,76.668,0,83.883,0
33448347,1113W02,SP23,Control,0.625,80.922,0.625,75,0.25,82.086,0.5,79.336,0.4
74251661,1113W02,SP23,Control,0.25,90.163,0,100,0.375,88.75,0.208,92.971,0.275
70876060,1113W02,SP23,Control,0,74.864,0,100,0.25,73.749,0.083,82.871,0.15
82808378,1113W02,SP23,Control,0,72.93,0.125,100,0.625,64.581,0.25,79.17,0.4
64948909,1113W02,SP23,Control,0,94.693,0.25,100,0.125,94.581,0.125,96.425,0.125
12136323,1113W02,SP23,Control,0.625,72.325,0.875,63.359,0.125,75.415,0.542,70.366,0.375
40980550,1113W02,SP23,Control,0.25,88.356,0.5,30.651,0.125,85.416,0.292,68.141,0.225
39602916,1113W02,SP23,Control,0.625,93.001,0,88.668,0.125,82.081,0.25,87.917,0.2
36249221,1113W02,SP23,Control,0.125,69.994,0,97.369,0,82.085,0.042,83.149,0.025
43037045,1113W02,SP23,Control,0.125,98.759,0.25,100,0,91.25,0.125,96.67,0.075
43539037,1113W02,SP23,Control,0.625,79.517,0.875,42.37,0.75,87.918,0.75,69.935,0.75
91579746,1113W02,SP23,Control,1,67.14,0.75,72.09,0.625,94.169,0.792,77.8,0.725
24944436,1113W02,SP23,Control,0.5,91.204,0,100,0.25,81.251,0.25,90.818,0.25
65024594,1113W02,SP23,Control,0,100,0,88.065,0.125,86.249,0.042,91.438,0.075
67318513,1113W02,SP23,Control,0,88.73,0.75,98.085,0.625,87.5,0.458,91.438,0.525
86307039,1113W02,SP23,Control,0.375,62.081,0.5,81.25,0.625,89.584,0.5,77.638,0.55
89734443,1113W02,SP23,Control,0.25,84.751,0,100,0.25,75.416,0.167,86.722,0.2
96552759,1113W02,SP23,Control,0.125,93.56,0.125,30.289,0.625,70,0.292,64.616,0.425
7876226,1113W02,SP23,Control,0.25,51.243,0.375,36.691,0.25,54.585,0.292,47.507,0.275
22243140,1113W02,SP23,Control,0.375,85.152,0.125,100,0,82.915,0.167,89.356,0.1
97958061,1113W02,SP23,Control,0.25,98.483,0,93.461,0,85.416,0.083,92.453,0.05
5433033,1113W02,SP23,Control,0.125,100,0,100,0.375,89.583,0.167,96.528,0.25
65024594,1113W02,SP23,Control,0,100,0,100,0.25,78.748,0.083,92.916,0.15
95548117,1113W03,SP23,Test,1,78.1,,,1,91.67,1,86.18,0.91
70936402,1113W03,SP23,Test,0.667,87.96,,,0.333,91.67,0.5,87.42,0.437
48703206,1113W03,SP23,Test,0.333,75.77,,,0.333,87.78,0.333,84.34,0.303
18501770,1113W03,SP23,Test,0.111,84.27,,,0.333,57.78,0.222,67.84,0.214
57622337,1113W03,SP23,Test,0.333,0,,,0,92.22,0.167,91.56,0.133
54804680,1113W03,SP23,Test,0,73.52,,,0,87.22,0,91.26,0
57925082,1113W03,SP23,Test,0.111,89.65,,,0,97.78,0.056,92.63,0.044
60812471,1113W03,SP23,Test,0,90.37,,,0,98.33,0,80.07,0
68321807,1113W03,SP23,Test,0.333,78.41,,,0.333,93.89,0.333,94.96,0.303
91220769,1113W03,SP23,Test,0,77.01,,,0,57.78,0,63.87,0
54421305,1113W03,SP23,Test,0.222,87.67,,,0,90.56,0.111,91.33,0.089
47028927,1113W03,SP23,Test,0,77.64,,,0,88.89,0,83.44,0
83451375,1113W03,SP23,Test,0.111,82.19,,,0,95.56,0.056,93.22,0.044
30621488,1113W03,SP23,Test,0,90.53,,,0,88.33,0,87.94,0
46840104,1113W03,SP23,Test,0.111,67.31,,,0,85.56,0.056,86.54,0.044
61222715,1113W03,SP23,Test,0.667,95.92,,,0.667,78.89,0.667,75.5,0.607
22860951,1113W03,SP23,Test,0,85.6,,,0,92.22,0,90.93,0
26788077,1113W03,SP23,Test,0.111,78.84,,,0,86.11,0.056,85.79,0.044
32539216,1113W03,SP23,Test,0,73.45,,,0.333,97.22,0.167,94.44,0.17
33277167,1113W03,SP23,Test,0,88.54,,,0.333,85.56,0.167,82.04,0.17
97176602,1113W03,SP23,Test,0.667,88.82,,,0.333,92.22,0.5,92.24,0.437
58381780,1113W03,SP23,Test,0.111,88.72,,,0,88.89,0.056,83.26,0.044
82007490,1113W03,SP23,Test,0.222,86.75,,,0,91.67,0.111,90.46,0.089
85919437,1113W03,SP23,Test,0,86.79,,,0,92.78,0,90.79,0
25769995,1113W03,SP23,Test,0.889,89.45,,,0,82.22,0.444,72.23,0.356
91076679,1113W03,SP23,Test,0.333,88.82,,,0,0,0.167,0,0.133
93784397,1113W03,SP23,Test,0.556,90.5,,,0,91.67,0.278,90.82,0.222
55702219,1113W03,SP23,Test,0,60.96,,,0,86.67,0,88.73,0
26357509,1113W03,SP23,Test,0.222,92.35,,,0.333,89.44,0.278,88.88,0.259
87739315,1113W03,SP23,Test,0.222,79.56,,,0.667,91.67,0.444,90.47,0.429
80355014,1113W03,SP23,Test,0.333,87.3,,,0.333,93.89,0.333,93.12,0.303
50785018,1113W03,SP23,Test,0,87.25,,,0.333,93.89,0.167,96.09,0.17
85386020,1113W03,SP23,Test,0.111,92.23,,,0.333,98.33,0.222,97.52,0.214
38118061,1113W03,SP23,Test,0.111,95.51,,,0.333,85,0.222,82.22,0.214
76385396,1113W03,SP23,Test,0.111,90.95,,,0.667,90.56,0.389,89.47,0.384
22028330,1113W03,SP23,Test,0.333,85.16,,,0.667,92.78,0.5,93.11,0.473
30051642,1113W03,SP23,Test,0,85.67,,,0,87.22,0,88.18,0
15736319,1113W03,SP23,Test,0.667,95.18,,,0,92.78,0.333,90.38,0.267
81336089,1113W03,SP23,Test,0.556,74.35,,,0,87.78,0.278,89.18,0.222
65457798,1113W03,SP23,Test,0.111,73.16,,,0,58.89,0.056,68.77,0.044
79740780,1113W03,SP23,Test,0.444,92.69,,,0.5,87.78,0.472,81.23,0.433
58489072,1113W03,SP23,Test,0.111,77.27,,,0,92.22,0.056,92.23,0.044
56939297,1113W03,SP23,Test,0.778,84.41,,,1,95.56,0.889,93.22,0.821
63810332,1112W06,SP23,Control,0.091,61.449,0.667,66,0.167,74.05,0.308,80.3,0.396
90505522,1112W06,SP23,Control,0.182,74.968,0.333,74,0.167,92.383,0.227,84.2,0.254
64254851,1112W06,SP23,Control,0.364,56.563,0.333,89.333,0.083,99.306,0.26,91.4,0.286
55465346,1112W06,SP23,Control,0.636,84.378,0.333,84.667,0.583,86.08,0.518,90.4,0.473
91274641,1112W06,SP23,Control,0.182,72.45,0.667,71.667,0.083,93.943,0.311,87.4,0.402
65836545,1112W06,SP23,Control,0.182,87.019,0,96.667,0.25,96.358,0.144,97.6,0.106
89403714,1112W06,SP23,Control,0.182,63.871,0,63.333,0.167,70.748,0.116,77,0.088
21337485,1112W06,SP23,Control,0.636,45.474,0.333,84,0.667,79.583,0.545,81.7,0.492
17753413,1112W06,SP23,Control,0.091,97.872,0,77.333,0,95.139,0.03,92.7,0.025
83172465,1112W06,SP23,Control,0.091,85.451,0,76.667,0,95.524,0.03,87.7,0.025
74385383,1112W06,SP23,Control,0.455,64.114,0,74.667,0.083,99.583,0.179,80.2,0.145
44690553,1112W06,SP23,Control,0.182,90.362,0,88.667,0,86.25,0.061,96.1,0.051
29972125,1112W06,SP23,Control,0.818,27.475,1,20,0.583,42.917,0.801,35.9,0.857
78049733,1112W06,SP23,Control,0.182,85.003,0,88.667,0,91.389,0.061,94.6,0.051
13980557,1112W06,SP23,Control,0.182,90.584,0,91.333,0.083,95.833,0.088,97.4,0.069
4465630,1112W06,SP23,Control,0.182,97.218,0.333,98,0.083,98.473,0.199,100.4,0.236
68313211,1112W06,SP23,Control,0.182,95.589,0.667,78.667,0.083,93.889,0.311,88.6,0.402
25027056,1112W06,SP23,Control,0.273,90.49,0.333,81.333,0.5,97.639,0.369,91.5,0.354
6961277,1112W06,SP23,Control,0.091,96.479,0,82.333,0,96.859,0.03,93.3,0.025
83385045,1112W06,SP23,Control,0.091,68.913,0,69.833,0.083,87.543,0.058,81.9,0.044
61774237,1112W06,SP23,Control,0.091,95.087,0,96.667,0,98.194,0.03,100.7,0.025
16308868,1112W06,SP23,Control,0.091,93.924,0,90,0.5,91.026,0.197,95.2,0.136
65514789,1112W06,SP23,Control,0.727,48.578,0.333,75.333,0.333,81.303,0.465,79.6,0.443
11958835,1112W06,SP23,Control,1,27.873,0.667,62,0.833,63.441,0.833,60.3,0.796
90145326,1112W06,SP23,Control,0.182,74.761,0,57.333,0.083,89.167,0.088,73.5,0.069
28354156,1112W06,SP23,Control,0.273,58.064,0,58.333,0,89.124,0.091,74.7,0.076
85612801,1112W06,SP23,Control,0.182,80.927,0.333,86.667,0.667,84.274,0.394,92.6,0.365
61245875,1112W06,SP23,Control,0.364,72.07,0,64.667,0.5,80.802,0.288,78.6,0.212
47110618,1112W06,SP23,Control,0.091,88.935,0,76,0,93.077,0.03,89.5,0.025
76969414,1112W06,SP23,Control,0.091,76.071,0.333,79.333,0,98.109,0.141,91,0.192
22915127,1112W06,SP23,Control,0.727,18.656,0,87.333,0.083,89.444,0.27,70.7,0.221
60161721,1112W06,SP23,Control,0.273,67.715,0,89.333,0,97.223,0.091,93.8,0.076
33276465,1112W06,SP23,Control,0.364,82.829,0.667,76.333,0.333,96.944,0.455,87.8,0.508
24437010,1112W06,SP23,Control,0.182,91.896,0,88,0,96.582,0.061,96.4,0.051
41215779,1112W06,SP23,Control,0.091,85.95,0,66,0,85.77,0.03,80.8,0.025
42832779,1112W06,SP23,Control,0.182,74.807,0.333,75.667,0.167,89.829,0.227,84.7,0.254
65275910,1112W06,SP23,Control,0.182,71.497,0,92.667,0,93.333,0.061,94.1,0.051
52959995,1112W06,SP23,Control,0.091,66.798,0,76.667,0,93.857,0.03,83.6,0.025
86335295,1112W06,SP23,Control,0.091,98.236,0,94,0,97.778,0.03,98.4,0.025
74758141,1112W06,SP23,Control,0.364,69.489,0.667,72,0.333,75.523,0.455,82.9,0.508
13023755,1112W06,SP23,Control,0.091,59.408,0,90,0.083,92.885,0.058,90.7,0.044
15556906,1112W06,SP23,Control,0.182,69.545,0,71.167,0.083,89.359,0.088,80.5,0.069
77139942,1112W06,SP23,Control,0.273,72.51,0.333,47.333,0.583,85.973,0.396,76.3,0.372
89812051,1112W06,SP23,Control,0.091,83.295,0,74.667,0,95.941,0.03,86.6,0.025
96080909,1112W06,SP23,Control,0.182,79.115,0.333,74.5,0,94.221,0.172,85.7,0.217
14126430,1112W06,SP23,Control,0.091,88.246,0,92,0,97.5,0.03,97.6,0.025
27243195,1112W06,SP23,Control,0.182,89.599,0,88,0.083,90.833,0.088,97.9,0.069
84291086,1112W06,SP23,Control,0.364,80.548,0.667,50,0.667,90.802,0.566,71,0.582
13352486,1112W06,SP23,Control,0.091,93.652,0,86,0,98.75,0.03,96.2,0.025
4080145,1112W06,SP23,Control,0.091,90.901,0,75.333,0,88.333,0.03,88.8,0.025
56458365,1112W06,SP23,Control,0.091,93.194,0.333,81.333,0.167,89.744,0.197,85.1,0.229
11284708,1112W06,SP23,Control,0.091,98.707,0,88.667,0,92.33,0.03,97.3,0.025
84423582,1112W06,SP23,Control,0.273,74.532,0.333,74,0.333,80.694,0.313,84.9,0.316
76333236,1112W06,SP23,Control,0.273,75.9,0,67.167,0.333,95.417,0.202,80.9,0.15
78461695,1112W06,SP23,Control,0.273,85.473,0,86,0.333,87.052,0.202,93.7,0.15
18234476,1112W06,SP23,Control,0.091,92.862,0,90,0.167,100,0.086,96,0.062
1645791,1112W06,SP23,Control,0.273,77.9,0,64.667,0.333,92.938,0.202,79.5,0.15
36225628,1112W06,SP23,Control,0.091,98.346,0,96,0.167,96.389,0.086,101.3,0.062
57542393,1112W06,SP23,Control,0.364,42.293,0,71.333,0.5,74.573,0.288,72.5,0.212
23365225,1112W06,SP23,Control,0.273,95.105,0.333,93.333,0.25,99.028,0.285,99.8,0.298
22559203,1112W06,SP23,Control,0.545,65.859,0.333,59.333,0.583,61.581,0.487,70.6,0.448
574695,1112W06,SP23,Control,0.636,70.28,0,75,0.583,97.639,0.407,82.9,0.306
24373219,1112W06,SP23,Control,0.091,86.732,0,69,0.167,90.021,0.086,84.8,0.062
39465265,1112W06,SP23,Control,0.091,83.041,0.667,57.333,0.333,92.191,0.364,79.5,0.433
15465020,1112W06,SP23,Control,0.091,89.531,0.333,94.667,0.167,94.135,0.197,98.7,0.229
5103816,1112W06,SP23,Control,0.182,78.405,0.333,57.167,0.167,92.415,0.227,80.6,0.254
6034413,1112W06,SP23,Control,0.182,82.465,0,94.667,0.25,87.223,0.144,96.7,0.106
11807348,1112W06,SP23,Control,0.636,30.909,0.667,42.667,0.667,65,0.657,52.9,0.658
99389010,1113W04,SP23,Control,1,86.72,,,1,90.56,1,89.42,0.91
75962288,1113W04,SP23,Control,0.778,70.36,,,0.667,84.44,0.722,76.91,0.651
11768351,1113W04,SP23,Control,0.222,82.59,,,0,84.44,0.111,67.943,0.089
89896382,1113W04,SP23,Control,0.222,78.31,,,0,86.11,0.111,83.278,0.089
40025766,1113W04,SP23,Control,0,54,,,0,86.67,0,68.798,0
64443175,1113W04,SP23,Control,0,80.64,,,0.333,85,0.167,83.108,0.17
47546297,1113W04,SP23,Control,0,45.35,,,0,93.89,0,85.781,0
13535556,1113W04,SP23,Control,0,89.7,,,0,88.33,0,71.59,0
67608549,1113W04,SP23,Control,0,0,,,0,90,0,89.878,0
44222401,1113W04,SP23,Control,0.444,54.69,,,0.333,94.44,0.389,94.768,0.348
38581857,1113W04,SP23,Control,0,88.06,,,0.333,97.22,0.167,95.598,0.17
54332564,1113W04,SP23,Control,0.889,92.54,,,0.333,27.78,0.611,31.135,0.526
76161303,1113W04,SP23,Control,0.222,92.61,,,0.333,95,0.278,92.822,0.259
64800350,1113W04,SP23,Control,0.111,79.27,,,0,86.67,0.056,86.259,0.044
82309104,1113W04,SP23,Control,0.111,67.25,,,0,87.22,0.056,79.685,0.044
70066034,1113W04,SP23,Control,0.222,84.25,,,0.333,88.89,0.278,90.153,0.259
88364863,1113W04,SP23,Control,0.778,84.06,,,0.333,98.33,0.556,97.092,0.481
31853172,1113W04,SP23,Control,0.444,94.86,,,0,92.78,0.222,89.352,0.178
57973430,1113W04,SP23,Control,0.778,91.31,,,0.667,86.67,0.722,85.671,0.651
5343848,1113W04,SP23,Control,0.111,90,,,0,30.56,0.056,54.573,0.044
84871956,1113W04,SP23,Control,0.111,73,,,0,88.89,0.056,89.496,0.044
49038292,1113W04,SP23,Control,0.111,82.65,,,0,88.33,0.056,91.093,0.044
90415551,1113W04,SP23,Control,0.111,90.48,,,0,85.56,0.056,84.118,0.044
15251695,1113W04,SP23,Control,0.333,88.11,,,0,91.67,0.167,90.149,0.133
89376221,1113W04,SP23,Control,0.111,75.92,,,0,88.89,0.056,86.109,0.044
8883436,1113W04,SP23,Control,0.111,68.13,,,0.333,95,0.222,77.434,0.214
55486179,1113W04,SP23,Control,0.333,87.48,,,0,89.44,0.167,77.817,0.133
49124443,1113W04,SP23,Control,0.111,72.46,,,0,79.44,0.056,79.224,0.044
19847156,1113W04,SP23,Control,0,86.45,,,0,92.78,0,86.454,0
23773805,1113W04,SP23,Control,0.111,82.84,,,0.333,86.11,0.222,87.007,0.214
8924083,1113W04,SP23,Control,0,73.4,,,0,85.56,0,80,0
67933514,1113W04,SP23,Control,0.556,83.45,,,0.333,88.89,0.444,90.524,0.392
71477889,1113W04,SP23,Control,0.222,79.96,,,0.333,86.67,0.278,86.374,0.259
32021206,1113W04,SP23,Control,0,90.96,,,0,91.67,0,90.994,0
56008512,1113W04,SP23,Control,0,88.43,,,0.333,96.11,0.167,94.402,0.17
41521340,1113W04,SP23,Control,0.111,83.22,,,0.333,92.78,0.222,85.245,0.214
80716563,1113W04,SP23,Control,0.444,91.5,,,0.667,91.67,0.556,89.449,0.518
743134,1113W04,SP23,Control,0.222,35.67,,,0.333,58.33,0.278,70.734,0.259
44410541,1113W04,SP23,Control,0.444,87.91,,,0.333,91.11,0.389,87.947,0.348
89561144,1113W04,SP23,Control,0.444,81.89,,,0.667,86.11,0.556,90.442,0.518
8073053,1113W04,SP23,Control,0,73.15,,,0.333,0,0.167,0,0.17
63598826,1113W04,SP23,Control,0.889,81.55,,,1,72.22,0.944,63.734,0.866
35727569,1113W04,SP23,Control,0,78.71,,,1,72.22,0.5,72.158,0.51
96070385,1112-02,SP23,Test,0.875,76.25,1,85,1,76,0.958,79.767,0.909
64252704,1112-02,SP23,Test,1,96.875,1,90,1,82,1,91.333,1
12073626,1112-02,SP23,Test,0.5,81.563,0,90,1,87,0.5,73.233,0.5
66924478,1112-02,SP23,Test,0,115,0,80,1,78,0.333,88.333,0.136
9542990,1112-02,SP23,Test,1,86.719,1,67.5,1,97,1,91.917,1
95897716,1112-02,SP23,Test,0,109.531,1,75,1,69,0.667,81.133,0.273
98533690,1112-02,SP23,Test,0.625,115.469,1,85,1,91,0.875,93.133,0.727
98494074,1112-02,SP23,Test,0.125,96.25,0,72.5,0,76,0.042,82.517,0.091
57375788,1112-02,SP23,Test,0,106.875,0,57.5,0,82,0,82.883,0
45112744,1112-02,SP23,Test,0.5,105.781,0,85,0,84,0.167,90.967,0.364
47259144,1112-02,SP23,Test,0.5,110.156,0,80,0,90,0.167,77.867,0.364
66924478,1112-02,SP23,Test,0,115,0,80,0,85,0,92.767,0
57503053,1112-02,SP23,Test,0.375,115.469,0,87.5,0,77,0.125,93.717,0.273
2536103,1112-02,SP23,Test,0.125,96.719,0,67.5,0,76,0.042,83.283,0.091
49131110,1112-02,SP23,Test,0.125,107.188,0,77.5,0,72,0.042,88.883,0.091
60616094,1112-02,SP23,Test,0.25,105.156,0,82.5,0,85,0.083,87.617,0.182
20448620,1112-02,SP23,Test,0.125,95.781,0,62.5,0,78,0.042,72.85,0.091
79242350,1112-02,SP23,Test,0,87.5,0,87.5,0,51,0,73.517,0
84837815,1112-02,SP23,Test,0.625,111.406,0,75,0,84,0.208,88.767,0.455
35255050,1112-02,SP23,Test,0.125,111.25,0,62.5,0,66,0.042,84.65,0.091
41006688,1112-02,SP23,Test,0,110,0,85,0,76,0,81.3,0
46149044,1112-02,SP23,Test,0,98.281,0,62.5,0,72,0,78.25,0
61769626,1112-02,SP23,Test,0.125,85,0,85,0,85,0.042,73.133,0.091
59059507,1112-02,SP23,Test,0,120.313,0,75,0,86,0,87.1,0
22092636,1112-02,SP23,Test,0.125,119.063,0,77.5,0,83,0.042,92.85,0.091
48761516,1112-02,SP23,Test,0.375,112.656,0,80,0,79,0.125,88.767,0.273
34754151,1112-02,SP23,Test,0,114.375,0,87.5,0,81,0,91.05,0
25378165,1112-02,SP23,Test,0.625,109.375,0,90,0,84,0.208,90.733,0.455
95147185,1112-02,SP23,Test,0,107.031,0,80,0,76,0,81.867,0
35200647,1112-02,SP23,Test,0.125,76.25,0,65,0,83,0.042,53.8,0.091
16424423,1112-02,SP23,Test,0.5,98.75,0,95,0,84,0.167,94.033,0.364
62766368,1112-02,SP23,Test,0,115.469,0,97.5,0,85,0,97.717,0
61001346,1112-02,SP23,Test,0.375,114.375,0,85,0,74,0.125,91.1,0.273
72684389,1112-02,SP23,Test,0,123.594,0,95,0,80,0,89.233,0
32222286,1112-02,SP23,Test,0.125,102.5,0,52.5,0,79,0.042,73.55,0.091
94693385,1112-02,SP23,Test,0,113.594,0,85,0,78,0,91.1,0
31675951,1112-02,SP23,Test,0,96.875,0,92.5,0,93,0,90.017,0
33450332,1112-02,SP23,Test,0.25,110.938,0,80,0,82,0.083,82.8,0.182
39775440,1112-02,SP23,Test,0,99.688,0,67.5,0,70,0,79.283,0
16241317,1112-02,SP23,Test,0.25,95.469,1,80,0,74,0.417,80.333,0.318
62554111,1112-02,SP23,Test,0.25,55.469,0,82.5,0,0,0.083,39.317,0.182
99849355,1112-02,SP23,Test,0.25,108.906,1,92.5,0,92,0.417,90.517,0.318
95147185,1112-02,SP23,Test,0,107.031,1,85,0,79,0.333,70.333,0.136
63861467,1112-02,SP23,Test,0.25,107.656,0,90,0,90,0.083,92.333,0.182
3067176,1112-02,SP23,Test,0,111.406,0,75,0,79,0,85.667,0
74537048,1112-02,SP23,Test,0,114.531,1,92.5,0,93,0.333,91.417,0.136
90345579,1112-02,SP23,Test,0.25,107.5,0,67.5,0,85,0.083,80.65,0.182
69365747,1112-02,SP23,Test,0,91.719,0,0,0,85,0,62.567,0
58640795,1112-02,SP23,Test,0,115.156,0,82.5,0,90,0,91.25,0
60329243,1112-02,SP23,Test,0,117.656,0,87.5,0,100,0,97.75,0
91971105,1112-02,SP23,Test,0.375,91.875,0,82.5,0,93,0.125,92.217,0.273
21684677,1112-02,SP23,Test,0,101.875,1,75,0,83,0.333,79.067,0.136
44706721,1112-02,SP23,Test,0.5,100,1,77.5,0,80,0.5,77.817,0.5
87396698,1112-02,SP23,Test,0.125,112.813,0,80,0,94,0.042,92,0.091
39224715,1112-02,SP23,Test,0.5,72.5,0,80,0,92,0.167,72.333,0.364
30353765,1112-02,SP23,Test,0.125,93.125,0,62.5,0,73,0.042,88.217,0.091
34094057,1112-02,SP23,Test,0.625,114.844,1,80,0,0,0.542,70.467,0.591
506865,1112-02,SP23,Test,0.5,114.375,1,72.5,0,86,0.5,85.05,0.5
58949725,1112-02,SP23,Test,0.5,106.25,1,87.5,0,79,0.5,88.717,0.5
76642975,1112-02,SP23,Test,0.25,43.594,0,47.5,0,0,0.083,24.75,0.182
48489228,1112-02,SP23,Test,0.25,92.813,0,87.5,0,92,0.083,83.883,0.182
78853955,1112-02,SP23,Test,0.125,111.875,0,82.5,0,76,0.042,90.85,0.091
10273396,1112-02,SP23,Test,0,54.063,0,0,0,0,0,29,0
18151441,1112-02,SP23,Test,0.375,99.531,1,62.5,0,87,0.458,88.417,0.409
1901259,1112-02,SP23,Test,0.125,106.25,0,85,0,69,0.042,89.467,0.091
77995007,1112-02,SP23,Test,0.125,115.625,0,92.5,0,81,0.042,93.75,0.091
54310332,1112-02,SP23,Test,0.75,96.875,0,75,0,88,0.25,87.633,0.545
23871770,1112-02,SP23,Test,0.25,112.656,1,85,0,75,0.417,77.2,0.318
66924478,1112-02,SP23,Test,0,115,0,67.5,0,93,0,92.383,0
45217218,1112-02,SP23,Test,0.375,99.219,1,72.5,0,73,0.458,88.95,0.409
87168825,1112-02,SP23,Test,0,109.063,0,75,1,74,0.333,88.167,0.136
23253907,1112-02,SP23,Test,0.25,34.688,0,0,1,0,0.417,12,0.318
8894372,1112-02,SP23,Test,0,116.094,0,80,1,83,0.333,91.967,0.136
15813722,1112-02,SP23,Test,0.125,113.75,0,95,1,100,0.375,95.7,0.227
16955017,1112-02,SP23,Test,0.75,83.281,0,80,1,93,0.583,92.833,0.682
31006126,1112-02,SP23,Test,0.375,108.75,0,72.5,1,76,0.458,61.25,0.409
33994646,1112-02,SP23,Test,0.625,98.281,0,57.5,1,69,0.542,86.25,0.591
22221888,1112-02,SP23,Test,0.5,97.813,0,80,1,69,0.5,90.433,0.5
48997008,1112-02,SP23,Test,0.5,104.688,1,77.5,1,76,0.833,78.35,0.636
44706721,1112-02,SP23,Test,0.5,100,1,77.5,1,83,0.833,91.917,0.636
12564954,1112-02,SP23,Test,0.25,112.344,1,80,1,67,0.75,88.767,0.455
60991240,1112-02,SP23,Test,0,106.719,0,67.5,1,80,0.333,86.483,0.136
64597391,1112-02,SP23,Test,0.375,111.875,0,72.5,1,85,0.458,89.75,0.409
20416479,1112-02,SP23,Test,0.125,112.031,1,42.5,1,83,0.708,84.55,0.364
89655339,1112W04,SP23,Control,0.625,61.5,1,0,1,70,0.875,59.8,0.727
66372552,1112W04,SP23,Control,0,94.875,0,90,0,80,0,94.267,0
90009218,1112W04,SP23,Control,0,83,0,70,0,73.333,0,78.267,0
71651239,1112W04,SP23,Control,0,86.5,0,72.5,0,70,0,87.05,0
85823815,1112W04,SP23,Control,0,85.75,0,85,0,70,0,87.567,0
